id,text,type
57,"Ho appena dato le mie dimissioni con decorrenza 31/12 da un luogo in cui lavoravo come impiegato da 9 anni (ne compirò 31 a febbraio) per mettermi in gioco con un contratto da stagista in un'altra azienda. 
Perché questo? Non riuscivo più a stare tutto il giorno e tutti i giorni affianco al titolare padre-padrone, il quale approfittava col sorriso della mia totale disponibilità per fare il segretario personale suo, della moglie, dei figli fancazzisti e pure della cognata. Oltre alle mille responsabilità che derivavano dalle mie mansioni ufficiali.

Basta, voglio imparare a fare altro, capire chi posso essere veramente in questo mondo e sti gran cazzi del tempo indeterminato.",1
58,"Caspita è difficile ordinare i pensieri 😅 allora
1) il fatto di concentrarsi su una sola specializzazione nella vita.. Sono ingegnera ma amo mille altre materie più umanistiche, ogni 6 mesi cambio hobby, e mi rendo conto che soffro per questa dicotomia
2)tutto ciò che mi perdo nel frattempo.. Il non poter dire ok ora mollo tutto per 2 mesi, perché voglio andare a vedere un posto nel mondo, oppure perché voglio passarlo coi miei che non vedo quasi mai.. E il fatto che non potrò mai farlo, perché per il resto della vita avrò solo 20 giorni di ferie l'anno, mi angoscia terribilmente
3) l'ansia di non riuscire a portare a termine tutti gli impegni, ansia che mi porto dietro anche di notte e nel weekend
4) le persone competitive e poco comprensive o inclusive sul posto di lavoro
Oddio ti confesso che dopo aver letto le risposte delle altre persone mi sento in colpa per ciò che ho scritto, per essermi lamentata di ciò che ho..
Ho un lavoro (in Belgio) in cui nessuno mi stressa, c'è tanto rispetto ed ho uno stipendio che mi permette di mettere anche da parte..
Stavo per cancellare il mio messaggio precedente, ma penso sia più onesto lasciarlo..",1
59,"Io in merito al tema ""cosa odi del tuo lavoro"" mi sento di dire solo che trovo in qualche modo positivo che tutte queste persone abbiano avuto lo spazio e la criticità di pensiero che gli permettono di accettare che il lavoro non gli piace.
Molto più spesso si vedono persone che si annichiliscono e non ammettono che nel lavoro che fanno ci sia qualcosa che non va.
Questo perché chi lavora viene spesso associato a ciò che professionalmente è, e non si può essere professionalmente insoddisfatt* senza essere emarginalizzat* o compatit*
Sono una psicologa del lavoro e penso che la dissonanza emotiva sia un grosso problema del mondo del lavoro soprattutto italiano, che ha ripercussioni anche sulla vita extralavorativa di chi la sperimenta.",1
60,"Ciao Alessandro, in primis complimenti per il tuo lavoro e per i contenuti che proponi, trovo tutto estremamente interessante e uno stimolo per riflettere.
Ti riporto di seguito ciò che sto sperimentando attualmente dal punto di vista lavorativo 🙂
Ho 32 anni,una laurea in turismo e 6 anni di lavoro alle spalle in un tour operator. Avevo un ottimo contratto (tempo indeterminato), e uno stipendio dignitoso. Ho deciso di lasciare e dare dimissioni volontarie senza neanche avere un piano B o un'altra situazione lavorativa assicurata perché mi stavo ammalando. Vittima di mobbing per anni,da parte di boss e colleghe, di lavoro straordinario notturno (lavoravo in remoto da PC 5 giorni a settimana da casa di notte,festivi e domeniche compresi)non riconosciuto e di conseguenza non pagato. Quando ho deciso di non offrire più questa prestazione lavorativa NON RICONOSCIUTA sono iniziati i dispetti.
Ho tirato avanti due anni rischiando un esaurimento nervoso e un crollo psicologico (in tutto ciò ho subito un'operazione chirurgica per rimuovere endometriosi e una volta rientrata a lavoro mi è stato detto: ti sei fatta tre settimane di vacanza). Sono scappata da quel posto e dopo una serie infinita di lavoretti e una pandemia che ha ucciso letteralmente il turismo in Italia e con esso la speranza di trovare lavoro nel settore da due mesi ho iniziato a lavorare come segretaria in un sindacato.  È un lavoro che non mi piace,ma adesso è tutto quello che sono riuscita a trovare...lavoro davanti a un computer 40 ore a settimana,un classico full time,sulla carta ho una pausa pranzo di mezz'ora ma spesso la pausa non c'è e si mangia un tramezzino continuando a lavorare davanti al PC...
La cosa che odio di più poi è che vista la situazione dovrei ritenermi anche fortunata,la gente mi dice: tieniti stretto il lavoro. Come se la nostra generazione sia costretta ad accettare tutto,perché tanto di meglio non si trova....finché ci sarà questa logica purtroppo le cose andranno avanti così.",1
61,"Lavoro in Svizzera, non ci sono tutele per il lavoratore ma se ti lamenti vieni insultato perché guadagni più di un lavoratore italiano. L'ambiente è tossico e precario, te lo ricordano tutti i giorni che possono licenziarti il giorno dopo senza preavviso e infatti, così hanno fatto per molti colleghi. Ho vissuto in prima persona mobbing, bossing e molestie. Se non fosse per i soldi, non farei quel lavoro e non starei in quell'azienda. Ho paura a pubblicare i tuoi post per ripercussioni.
Grazie per quello che scrivi e per quello che hai pubblicato, mi sono sentita meno sola <3",1
62,"Non riconoscimento dei miei studi e impegno, nessuna organizzazione che causa stress per le cose troppe da fare, pretesa di sentirsi parte di una famiglia quando se entri un minuto dopo devi chiedere mezz'ora di permesso, paga che non ti permette di vivere da solo, clima da dittatura.. e potrei continuare. Come conseguenza prima del covid uscivo dall'ufficio e piangevo tutti i giorni 😅 e sono contenta che la pandemia a portato a non lavorare. Tutt’ora sono quasi sempre in cassa integrazione, ma sono contenta perché non devo lavorare. (Ovviamente vivo ancora con mio padre, perché anche senza cassa non potrei permettermi un qualcosa a [CENSURED], città dove sono nata). 

Non sapevo che cavolo fare, perché anche cambiando azienda magari poteva essere meno stressante, ma non vedevo futuro. 
Mi sto per trasferire in Croazia, abbandonando, almeno per ora, il mio ambito (ho una laurea magistrale) ma con la speranza di avere una qualità di vita migliore, e già per il fatto che potrò pagarmi l’affitto in un appartamento lo sarà.",1
63,"Ciao Alessandro, ti rispondiamo qui.
Odiamo il nostro lavoro:

- perché spesso non viene considerato un vero lavoro ma solo un hobby. Non sai quanta gente ci dice ""Ah, fate teatro? E di lavoro vero cosa fate? Ma ci campate?"" È triste che il lavoro dello spettacolo non sia ancora considerato un vero lavoro nel sentire comune.

- perché pur pagando altissimi contributi e tasse non abbiamo diritto a disoccupazione né ferie né malattia. Sarebbe anche ora che le partite Iva potessero avere le stesse tutele dei lavoratori dipendenti. 

- perché tantissimi vogliono fare teatro di mestiere e pochissimi ci riescono. Ed essendo tra quei pochi ci sentiamo in colpa quando diciamo di no a un'offerta di lavoro perché economicamente inappropriata o non in linea con il nostro percorso. Ci sentiamo ""choosy"" e ingrati, sapendo che tanti colleghi faticano a lavorare. Ma anche questo non va bene, perché SI PUÒ E SI DEVE dire di no in certi casi. Ma sarebbe bello poterlo dire senza sensi di colpa.
Grazie per quello che fai, è prezioso e importante ❤",1
64,"Il fatto che la gente pensi che ""il lavoro nobilita chi ce l'ha"".",2
65,Se fossimo tutti davvero coscienti dei nostri diritti come lavoratori dovremmo agire in quel senso e farci valere se non vengono rispettati orari o salari adeguati ecc. ma questo non avviene perché si ha paura di ripercussioni. Prima esperienza lavorativa mi ha portata a dover contattare un avvocato per mancato pagamento del tfr. Questo mi ha causato forte stress e ansia che ha creato sfiducia in un mondo del lavoro svilente ed alienante.,1
66,"Condivido. Sarebbe da approfondire questo punto. Quando viene fatto passare il team lavorativo come “famiglia” e si fa leva sui sensi di colpa quando ci si sottrae a richieste extra (non retribuiti magari, o con orari impensabili), passando per quell* che non aiuta la propria famiglia.",1
67,"Odio il concetto ""tu fallo, che ti costa, e ti prendi lo stipendio"", davanti ai capricci e alle sciocchezze del capo, spesso anche controproducenti per l'azienda. Non mi piace lavorare per qualcuno e non a qualcosa.",1
68,"Ciao! Rispondo alla tua domanda sull'""odio"" del proprio lavoro. Io sono dottoranda e rispondo che la cosa che meno apprezzo del mio settore è che si sta, anche lui, piegando alle regole del guadagno, del monetizzare qualsiasi cosa, della concorrenza fra persone. Come diceva Ferguson, 'l'amour du gain étouffe l'amour de la perfection', il desiderio del guadagno soffoca l'amore per la perfezione, ed è quello che sto vedendo succedere sotto ai miei occhi. Anche ne mondo dell'Università, e in particolare nelle materie umanistiche, che dovrebbero essere improntate ad altri valori, si vira verso la logica dell'impresa, la concorrenza spietata, il fare meglio e più in fretta, a volte a prescindere dai risultati. Spero possa interessarti, buona serata!",1
69,"Il mio responsabile, con cui condivido l'ufficio, è una persona molto pesante, pessimista e negativa. Mi butta giù di continuo. È ansioso e se la prende con me, dice che è grazie a me che riesce a fare le.cose.ma i miei meriti rimangono ""segreti"" agli altri. Inoltre spesso mi urla contro (pur dicendo che non ce l ha con me e senza di me non sa come fare) e.mi chiama anche in orari extra lavorativi (io oltre a lavoro faccio un phd, senza borsa.ovviamente 🤦🏻‍♀️). Demoralizzante, mi toglie le forze.. forze che vorrei dedicare al dottorato.",1
70,"Mi svuota e mi aliena e mi annichilisce, togliendomi ogni tipo di energia fisica, emotiva e mentale per vivere il resto della mia vita. Ho fatto il mio ingresso nel lavoro da un anno, con un contratto di stage da 30 ore settimana ma finisco a farne puntualmente 45. La cosa più brutta è sentirsi dire dai propri colleghi ""non stare fino a tardi in ufficio"", anche se poi la ragione per cui mi trattengo è data al fatto che mi senta in dovere di reggere il loro ritmo di lavoro. Il risultato? Ho perso ogni stimolo, sono apatico verso tutto e tutti e mi sembra da un giorno all'altro altro di finire in burn out. Se lavorare significa questo, è proprio una merda.",1
71,Se sei donna devi dimostrare 1000 volte di + di un uomo le tue competenze,2
72,Se si critica l'attuale sistema del lavoro si viene subito additati come pigri o parassiti,2
73,"Mi muove il denaro e la necessità, non ne provo gratificazione",2
74,Siamo trattati come numeri e sottopagati,2
75,Perchè mi lascia poco tempo libero,2
76,"Ignoranza su organizzazione del lavoro e gestione team, solo core business. Sistemi aziendali con focus su problemi interpersonali e non su soluzioni x migliorare...",2
77,Manca la comunicazione al vertice e a cascata su tutti i dipendenti,2
78,La realizzazione personale pare debba passare per forza per quella professionale,2
79,La falsità e il dover recitare una parte,2
80,"Orari rigidi, troppe ore in ufficio, giornate sempre uguali che si confondono.",2
81,La flassibilità. Che annulla la concezione di avere una vita propria oltre l'orario di lavoro.,2
82,Sono un tassello del processo di arricchimento dei padroni,2
83,Devo sedermi su una sedia per 8 ore a fissare il PC e avere dolori alla schiena e alla testa.,2
84,Chiedono sempre di fare di più e c'è un clima di paura verso i superiori.,2
85,è obbligatorio,2
86,Non valorizza e tratta i giovani come numeri/schiavi,2
87,C'è una perpetua gara a dimostrare di fare meglio e di più,2
88,L'annichilimento della persona in esso,2
89,Perchè sto mettendo in pericolo la mia vista e mi sento condannata a fare un'eterna gara.,2
90,"Mancanza di procedure, regole, confini e responsabilità chiare.",2
91,Sto chiusa in ufficio 9 ore al giorno.,2
92,Non mi lascia tempo per coltivare tutto quello che amo veramente,2
93,"La perfomatività, dover dimostrare costantemente di avere un valore.",2
94,"Cambiare lavoro? al momento impossibile, anche gli altri colleghi hanno gli stessi problemi. Spesso il lavoro è contro la mia etica e il compromesso difficilmente risolve la situazione.",2
95,Il mezzo confuso con il fine: il profitto,2
96,è un tabù dire che è solo un mezzo. Bisogna dimostrarsi sempre grati e ambiziosi.,2
97,"Nel mio microcosmo è l’autoreferenzialità e il solipsismo ingiustificato di chi è il “capo”; coadiuvato, però, da codardia e mancanza di assertività quando qualcuno (io nella fattispecie) è in grado di opporsi a brutto muso. L'altra cosa fantastica è l'appoggio degli altri che si manifesta con parole di stima e supporto, ma si sgretola quando i soggetti chiamati all'azione diventano loro stessi. L’influsso della minoranza non sembra influire. Almeno nel mio caso.",1
98,"Ciao Alessandro, mi rivedo molto in tanti messaggi.. Triste e verissimo, 5 anni in un'azienda in cui mi telefonavano la domenica, il venerdì sera alle 19.30 È se non rispondevo il lunedì mi facevano la shampata che era mio dovere rispondere perché avevano bisogno...Una volta ho bloccato su Whatsapp un weekend e il lunedì altra shampata... ho dovuto togliere l'orario di accesso su Whatsapp per evitare che mi vedessero e mi bombardassero di messaggi e chiamate il weekend.. Una volta dopo avermi accordato le ferie (e io prenotate) mi hanno fatto la predica perché  avevo l'aereo di rientro il lunedì (giorno di festa nazionale) e non il venerdì, perché quel lunedì secondo loro si doveva andare in ufficio a lavorare (solo nel mio team e contro ogni regola legale)... la volta che ho denunciato a hr e presidente tutte queste cose tempo 1 settimana e il mio capo ha minacciato di perseguitare e rendere la vita difficile a chi aveva riferito.. avevo attacchi d'ansia ogni giorno, ora ho cambiato!",1
99,"Ciao Alessandro, volevo rispondere al box ma la risposta è troppo lunga.

Allora odio il lavoro perché:

È monotono, alienante, non riesco a imparare nulla dalle mie superiori, pessime a comunicare nonostante il lavoro sia praticamente basato su quello. Non valorizzano le mie competenze, neanche quando ne hanno bisogno perché hanno paura di darmi importanza rispetto ad altre persone più remissive che non chiedono mai un confronto. 
Odio che mi rubi tutte quelle ore senza dare niente in cambio. Temo che se cercassi di cambiare per un lavoro un po’ più stimolante perderei praticamente metà dello stipendio, la possibilità di andare in ferie e dovrei lavorare ancora molte più ore, quindi complessivamente dubito che sarei più felice",1
100,"Odiavo alzarmi la mattina all'alba per andare a lavoro quando lavoravo in pasticceria ed il fatto di non avere momenti con la mia famiglia  o amici neanche per le festività, contratti in nero sfruttata e mal pagata... Ma ad era meglio ""avere un lavoro"" e prendere quel osa ogni tanto quando il datore si decideva a darmi qualcosa piuttosto che niente, odiavo sopportare mobbing quando facevo la segretaria per un datore violento verbalmente che nonostante facessi il doppio delle ore criticava me e tutti gli operai, mi dava fastidio vedere la sua faccia pure al punto che dopo l'ennesima umiliazione me ne sono andata, anche qui ovviamente in nero, ad oggi proposta di lavoro a tempo determinato di un anno e dovrei lasciare i lavori di doposcuola certi anche per il prossimo anno per un contratto che mi darebbe ""stabilità per un periodo determinato lasciandomi con un'incognita prossimo anno, si c'è la disoccupazione e poi?... Per il mio futuro è tutto un enigma, non ci sono prospettive ed è un",1
101,"Odio il mio lavoro perché: i titolari sotto Natale ci impongono smartworking con giorni decisi da loro, per evitare che qualcuno di noi si contagi e prenda malattia sotto natale (visto che è il periodo più grasso dell'anno in termini di fatturato) - solo che quando eravamo noi a chiedere lo sw a luglio agosto settembre etc era fuori discussione",1
102,"Ho affrontato il discorso del lavoro con mio padre, specie riguardante i giovani: per lui ""non hanno voglia"" e tutti i possibili dati che gli mostravo (ad esempio che siamo l'unico paese europeo in cui il profitto è calato anziché aumentare) per lui non valevano nulla, mentre lui ha la sua ""solidissima"" esperienza di una ragazza che ""chiedeva troppi soldi anche se neo-assunta"". Per lui è giusto che unə neo-assuntə venga pagatə di meno perché non conosce il mestiere. Ma che ca**o vuol dire?! Sta comunque impegnando il proprio tempo nel lavoro nel mentre che gli/le viene data la formazione. Se dovessimo ragionare sulle effettive ore di lavoro (possibilmente competente), come il suo ragionamento porta a pensare, non dovremmo pagare la paternità/maternità e la malattia o tutte quelle altre occasioni in cui un lavoratore non può lavorare. Il che è una cavolata (eufemismo) cosmica.
""Eh, ma io mica so come lavorerà Tiziə"": e questo sarebbe una motivazione valida per non pagare la gente il giusto? Lə paghi il giusto e se lavora male lə licenzi, amen! No, deve fare un periodo di prova in cui deve venire pagatə di meno (con la promessa che, forse, un giorno, verrà pagatə almeno il giusto). 
Inoltre mio padre ha ancora il concetto di gavetta. Ma se io ho studiato un tot di anni per essere una chef so già come lavorare, non devo imparare il mestiere ed è normale che io non voglia vedere sfumati i miei studi perché trovo impieghi da lavapiatti. Prendo questo esempio perché è il più semplice, ma uso spesso anche quello che, al giorno d'oggi, la gente difficilmente diventa CEO partendo dal basso come operaio, come mio padre, ma studia per diventare CEO ed è giusto che venga assunta per quel ruolo.
Insomma, è una faticaccia parlare con lui, perché ha una visione terribilmente antiquata del lavoro (probabilmente condizionata da un animo stacanovista), forse anche perché, da che ho memoria, mio padre annulla tutto il resto per il lavoro: non guarda film, non legge libri, non si interessa di un qualche argomento, niente. Quindi è molto irremovibile su certe questioni.",1
103,"Ciao! Ti seguo da poco e trovo molto interessante il tuo lavoro! 

Io sto lavorando stabilmente da circa un anno (ho sempre lavorato in passato ma in modo più saltuario, alternando l'attività di musicista). 

Oggi lavoro a 100 Km dal mio comune. Odio che per un contratto da 6 ore ne debba passare 12 fuori di casa. E odio passare la mia settimana aspettando il weekend (e meno male che quei 2 giorni sono liberi)
Ho iniziato perché mi avevano assicurato che sarebbe stata una sostituzione per un periodo di pochi mesi e sarei poi stato trasferito nell’ufficio del mio comune. Ad un anno di distanza lo spostamento non è mai avvenuto, la risposta alle mie richieste è stata che le condizioni erano cambiate (in parte non per colpa dei “capi” ma tant'è….) e neanche tanto velatamente mi è stato fatto capire che dovevo solo ringraziare di avere un lavoro e che c'era “la fila di persone per lavorare al mio posto” (testuale) se io fossi andato via. 

Per ora non ho trovato di meglio ma sto cercando",1
104,"l sistema di lavoro in italia, tende ad alienare i lavoratori, che non devono
Essere dotati di pensiero critico, personalità decisionale, e se solo non ti pieghi, hanno il
Coraggio di rimarcare che non hai il giusto atteggiamento, nonostante performi sul lavoro al meglio rispetto alla metà dei colleghi!",1
105,"Odio il lavoro perché gira tutto solo intorno ai loro soldi. Più ne hanno più ne vogliono. E non dico sia sbagliato, ma lo diventa dal momento in cui per questo viene a meno un'etica morale. Odio il lavoro perché mi fa schifo far parte indirettamente di questo sistema, far arricchire loro con modi che per me non sono morali, ma pur sempre legali, ahimè. Odio il lavoro perché pensano che ti stanno facendo un favore a farti stare lì 8/9 h al giorno pagandoti quei miseri 1150-1200 euro, come se lavorare per loro fosse il desiderio di qualsiasi persona ( siamo una realtà di 6 dipendenti, quindi insomma non si parla di chissà quale multinazionale) Odio il lavoro perché pretendendo che tu faccia straordinari senza niente in cambio, perché guai a chiedere ""per quell'ora in più che ho fatto come la gestiamo?"", perché no non bisogna chiedere, sai SIAMO UNA FAMIGLIA (cit.), e se provi a chiedere si offendono!
Odio questo lavoro perché in realtà ti considerano solo un ""quella che lavora PER ME"".",1
106,"Odio il lavoro perché lavoro con mio padre, 12 ore al giorno, lui fa anche un altro lavoro e odio vedere che da tutta questa fatica, nessuno (compresi altri come noi) ne tragga beneficio. 
Nessuno. 
Conosco sempre più persone, proprietari di piccole realtà che si costringono e si alienano proprio come me e mio padre a giornata di lavoro che diventano settime (domeniche comprese) per non riuscire mai davvero a beneficiarne.Le spese che diventano sempre più alte, la concorrenza sleale a cui hanno costretto i commercianti pur di far entrare qualcuno, l'obbligo di dover stare “sempre sul pezzo” con social e quant'altro che ti fanno credere di poter svoltare ma in realtà sei solo tu in mezzo ad un mare magnum di gente che ci prova proprio come te e la consapevolezza che tutta questa fatica non ti da nessuna certezza per il futuro e ti alzi tutti i giorni, lavori 12 ore al giorno per non riuscire mai davvero ad avere i mezzi per costruire alcunché e togli solo tempo a tutti gli affetti cari.",1
107,"non sopporto gli spostamenti e il tempo sottratto alla vita, stavo molto meglio in smart working",2
108,"Ciao Alessandro, ti scrivo qui riguardo alla questione del lavoro!
Mi sono trovata tanto nelle tue parole, ho salvato le storie per ricordarmi che ho il diritto di non trovarmi bene in un ambiente lavorativo nonostante mi venga dipinto come il paradiso e non mi venga lasciato motivo per lamentarmi. 
Mi hanno detto che sono privilegiata rispetto ai miei coetanei, al momento riesco a svolgere un lavoro in Svizzera vivendo in Italia, ho una paga molto alta e sono stata presa per una bella posizione nonostante io non abbia mai studiato per ottenerla. È tutto bellissimo su carta finché non ci sei dentro. Questo è il mio primo lavoro serio e sto guardando la libertà che avevo prima mentre mi viene sottratta. Le 8 ore e mezza di lavoro da contratto non mi lasciano spazio per nessun altro progetto, spesso aumentano pure con extra non pagati e pretendono che anche nei giorni di riposo io pensi all'azienda (controllare messaggi dei clienti, mail, recensioni).
Spesso arrivo alla domenica sera rendendomi conto che la settimana lavorativa per me non è mai finita e una nuova intanto sta per iniziare.
Nella mia vita io vorrei fare musica/arte ma da quando ho questo lavoro mi si è spenta ogni scintilla. Il mio chiodo fisso deve essere la mia occupazione o rischio di perderla. Ho parlato con mia mamma di come mi sento privata del mio tempo e la risposta ricevuta è stata ""con una paga così alta hanno il diritto di sfruttarti"". Questa frase non ha senso e mi fa tanto arrabbiare. Penso alle persone che lavorano in Italia e sono nella mia stessa situazione con paghe pure inferiori e rabbrividisco.  Come ci siamo finiti qui?
 Dobbiamo vendere la nostra vita in cambio di sopravvivenza, annullare il nostro tempo.  Non so se ci sono altre vie ma ad oggi, a 21 anni, il futuro mi spaventa tanto",1
109,"Vissuta la stessa esperienza. Ho lavorato in una famosa azienda di alta moda. Mi sono ritrovata a lavorare anche 18-20 ore al giorno. E non scherzo. Nella busta paga, da quanto lavoravo, risultavano due mensilità. Lo stipendio ovviamente era alto ma se si conteggiava le ore era quasi il minimo sindacale! Non avevo vita al di fuori dell'atelier, e il mio sacrificio veniva impiegato per cercare di soddisfare vizi e pretese di ricche clienti e celebrità, che poi nemmeno ti erano riconoscenti, anzi. Cambiato lavoro ( purtroppo rinunciando alla mia passione e accantonando anni di studio e di impegno) e diventata libera professionista. Ora sono felice di vivere e lavorare!",1
110,"Odio le ingiustizie del mio lavoro. Faccio la psicologa in attività libero professionale, i soldi che chiedo ai pazienti non bastano assolutamente per coprire le mie spese (scuola di specializzazione in psicoterapia privata, costi dello studio, del commercialista) e devo poggiarmi sui miei genitori o su un lavoro extra che sto cercando. È ingiusto chiedere di più ai pazienti.  e fare un doppio lavoro è un peso enorme, perché già seguire pazienti è difficile richiede impegno e  ore di studio e supervisione con docenti più esperti.
 paghiamo tantissime tasse, pensione, supervisioni, scuola di specializzazione privata e veniamo sfruttati con tirocini gratuiti da inizio carriera con 0 sostentamento. o parti ricco o lo psicologo non lo puoi fare. e se vuoi provare a campare da solo, scordatelo a meno che non fai due lavori. Il che è estenuante e riduce ovviamente la qualità di quello che fai",1
111,"Io ho iniziato a lavorare quando vivevo in Messico, e il confronto del mondo lavorativo italiano mi sta distruggendo. Tanti problemi sono mondiali o molto simili dentro il mondo latino insomma Non era tutto rose e fiori in Messico ( lavoravo più ore, senza che il lavoro fosse organizzato e le responsabilità non erano chiare. ) Ma in Italia non si tiene conto che nel lavoro non si dovrebbe guadagnare solo soldi. Non mi hanno mai tenuto in conto le mie preferenze per farmi crescere professionalmente, e infatti penso di avere meno responsabilità di 5 anni fa, facendo cose che non mi piacciono. il giovane viene visto come un problema anziché come il futuro di tutto ciò che oggi è in piedi.",1
112,"ho quasi vent'anni di esperienza nel mio ruolo.
E un responsabile (uomo) che prende 3 volte il mio stipendio, e cerca di affossare ogni talento e capacità di chi lavora con lui, usando la mia capacità e i miei risultati come suoi",1
113,Senza contare che l'80% della forza lavoro della mia azienda è donna ma i ruoli di poteri sono occupati solo da uomini. Ambiente xenofobo e maschilista a cui devi fare finta di allinearti. Schifo.,1
114,"Perché mette fretta (e mette fretta allo studio): è la misura della vita, del successo, dell'individuo, della persona. Non conta altro, sul piano sociale. Conta se e quanto stai lavorando e come, se e quanto e come stai studiando (non per studiare, ma per lavorare).
Odio il lavoro perché non è un'offerta (/una prestazione) dell'individuo per la società, ma il gioco, la costrizione frettolosa e asfissiante e incalzante imposta all'individuo per la sua Sopravvivenza sociale.
Non è una manifestazione dell'individuo libero che sceglie di collocarsi in quel determinato modo nella società, è un riparo (una divisa?) che l'individuo si cala addosso in fretta e furia, banalmente, per non morire affogato o soffocato.
Non ha i tempi dell'individuo, della storia personale (anzi, non li contempla, li rende insopportabili, inaccettabili), ma i tempi coatti e prepotenti della (di questa) società.",1
115,"Ho studiato per essere una donna libera, ma vivere così non è libertà nè emancipazione. È annichilimento.",2
116,"del mio lavoro odio:
- la totale mancanza di rispetto del tempo altrui: le persone sono totalmente disinibite dal formulare qualsiasi tipo di richiesta ad orari assurdi e nei we e con ogni mezzo (email, whatsapp, cellulare aziendale e numero personale)
- Si dà sempre per scontato che quanto sopra sia dovuto e il lockdown (e lo Smart working) non ha fatto altro che accentuare la questione 
- L’overtime non è mai pagato. Mai. Ho cambiato 3 aziende (multinazionali) e il tema del pagare gli straordinari è un tabù (censura assoluta a riguardo). Lavoro in media 10h al giorno (pagata per 8). Nei periodi di picco ho lavorato anche 17h al giorno (pagata per 8).
- Mancanza di tutele su questi temi 
- Lavoro, nei ritagli di tempo vivo
- Sono circondata da esempi perfetti di “Yes Men”, con cui diventa impossibile discutere costruttivamente di tematiche legate all'etica lavorista",1
117,"Fisicamente spezzato, spiritualmente abbruttito, servilmente subordinato…diceva qualcuno",2
118,"Ciao Alessandro. Leggo in ritardo queste storie e nel frattempo pensavo: io amo il mio lavoro ma perché odiavo quelli di prima, per tutti i motivi che hai ricondiviso. Ora lo amo perché mi sono messa in proprio, ma non è forse un paradosso? Il lavoro come concetto astratto è di per sé odiabile se ci costringe a stravolgere la nostra vita, rischiando tutto per fare quello che amiamo? Come concetto astratto inserito nel nostro mondo capitalista, tra le retoriche liberal dei coach, non è odiabile se ci costringe a credere che licenziarci e cambiare vita sia amore per noi stessə, mentre ci costringe a ignorare chi vorrebbe fare lo stesso ma non ne ha la possibilità economica/contestuale?",1
119,"Lo odio non tanto per violazioni dei diritti, ho la fortuna di non lavorare molto fuori orario e di stare in un'azienda di persone molto umane, ma lo odio perché assorbe la maggior parte del mio tempo e mi rendo conto che quello che faccio è inutile. Inutile. Fare cose commerciali (lavoro in un'agenzia pubblicitaria) per clienti è inutile. Parlare delle strategie di marketing è inutile. Alla fine della vita moriremo tutti e trascorrerla a cercare di vendere prodotti alla gente e a discutere e attuare strategie per farlo è inutile. È un puro esercizio di stile che non aggiunge nulla alla mia vita, a quella dei miei clienti e a quella di chi compra i loro prodotti",1
120,"Mi ritrovo tantissimo in questo, aggiungo tuttavia rimozione dai task, dalle mailing list, gaslighting e altre pratiche di mobbing. 
Ho cambiato paese e lavoro, ora sono lontano dagli affetti, dal mio partner, ma sono felice. O per lo meno mi ritengo serena.",1
121,"Odio il lavoro perché se mi sforzo di non drammatizzare troppo i problemi sul lavoro, confinandoli a quello che sono, sono tacciata di menefreghismo, se non ti porti il lavoro anche a casa non stai facendo abbastanza.",2
122,"Il fatto che non solo devi sacrificare il tuo tempo per sopravvivere, ma devi anche essere felice nel farlo. Mi ritengo fortunata ad avere un lavoro decente ma la costante retorica dell’essere motivati, produttivi, e sorridente è ipocrita e sfiancante. Sappiamo tutti che se potessi evitare di lavorare, lo farei. E non mi vergogno a dirlo.",1
123,"Perchè sono obbligata a lavorare per poter vivere. Perché è legato unicamente al risultato economico che apporto all'azienda. Perchè ho degli orari forzati che sono assolutamente diversi dal mio ritmo naturale. Perchè toglie troppo tempo ed energie alle cose che mi piace davvero fare e che sono slegate dalla produzione di revenue, ovvero studiare, fare yoga, camminare, viaggiare, leggere, guardare film.",1
124,"Quando ricondivido i tuoi post nelle story, le nascondo da tutti i miei colleghi LOL",2
125,"Soffro il mondo lavorativo perché mi e’ richiesto di non essere nient'altro se non il mio lavoro. Non sono nipote, ne sorella, ne figlia, ne amica, non sono fatta di pelle e ossa e nemmeno di sentimenti. E’ una riduzione difficile da gestire. Essere considerati in virtù di una funzione che si svolge e non semplicemente perché si e’. 
E’ strano essere invisibile e allo stesso tempo dover essere utili producendo quando vogliono loro e come vogliono loro. E’ strano lavorare in un posto che non mi fa bene ma sapere di non avere altra scelta che lavorare su di me in modo da tollerarlo.",1
126,"Ciao Alessandro,
ho appena dato dimissioni volontarie perché satura della rassegnazione nel mondo della ristorazione. Odio la frase fatta “questo lavoro è così si sa, se hai passione non ti può pesare”. Premettendo che amo il mio lavoro, a oggi sono arrivata alla conclusione che oltre la passione che si possiede per qualcosa, c'è tanto altro. Tipo avere una vita fuori dal contesto lavorativo. Quando lavori dalle 12 alle 14 ore al giorno, purtroppo non ti rimane che riposare per iniziare una giornata altrettanto lunga. Ho trovato anche pazzesco come nessuno sia riuscito a comprendermi e anzi con discorsi manipolatori abbia tentato di farmi cambiare idea, facendomi credere che a sbagliare fossi io e che questo tipo di vita sia normalità. Comprendo e accetto chi SCEGLIE di vivere per lavorare, ma non sopporto chi mi critica solo perché ho fatto scelte diverse. Il lavoro è importante, ci mancherebbe, ma la vita non è solo questo per me.",1
127,"La burocrazia, persone assegnate ad oliare un singolo ingranaggio di una macchina astratta e mal funzionante che di per sé non contribuisce a creare beneficio sociale ma che per la sua stessa esistenza crea disagio sociale",1
